小区名字,小区地址,均价,容积率,绿化率,有无停车位,物业费,物业类型
水均大街小区,越秀-东风东-水均大街,50040,2.00,35.0%,1,0.50元/平米/月,住宅
中山一路小区,越秀-杨箕-中山一路5-13号,54337,2.50,35.0%,0,1.00元/平米/月,住宅
下塘西小区,越秀-麓湖-下塘西路2-34号,32400,2.50,52.0%,1,0.90元/平米/月,住宅
水荫路34号大院,越秀-水荫路-水荫路34号,66946,1.50,40.0%,1,0.60元/平米/月,住宅
东雅轩小区,越秀-东山口-中山二路菜园东19号,61490,3.40,30.0%,0,1.80元/平米/月,住宅
麓湖盛景,越秀-麓湖-麓景西路36号,44200,3.50,28.6%,1,2.50元/平米/月,住宅
东雅兰院,越秀-杨箕-泰兴直街66号,58002,2.00,23.0%,0,0.90元/平米/月,住宅
恤孤院路小区,越秀-东山口-恤孤院路,77506,3.00,30.0%,0,0.50元/平米/月,住宅
共和路1-19号小区,越秀-共和路-共和路1-19号,66704,1.50,30.0%,1,0.50元/平米/月,住宅
北较场横路18号大院,越秀-建设-北较场横路18号,32200,1.20,35.0%,1,2.30元/平米/月,住宅
越秀北路小区,越秀-小北-越秀北路81号,56258,2.60,28.0%,1,0.65元/平米/月,住宅
德安大厦,越秀-建设-建设四马路3号,72704,2.50,10.0%,1,1.98元/平米/月,住宅
恒福路小区,越秀-淘金-恒福路19-97号,34339,3.10,29.0%,0,1.00元/平米/月,住宅
百好居,越秀-东山口-中山一路96-98号,67970,3.60,29.0%,1,1.20元/平米/月,住宅
长兴直街小区,越秀-越秀南-长兴直街,38700,2.00,35.0%,0,0.90元/平米/月,住宅
山河东街小区,越秀-东山口-山河东街,62275,2.30,12.0%,1,0.60元/平米/月,住宅
应元社区,越秀-小北-应元路29号,50802,1.20,30.0%,0,0.50元/平米/月,住宅
金宝怡庭,越秀-东川-中山三路125-127号,55613,2.50,16.0%,1,1.90元/平米/月,住宅
东华东路小区,越秀-东山口-东华东路,63635,1.20,20.0%,0,0.50元/平米/月,住宅
盈基大厦,越秀-东湖-东船上街街口1号,49744,2.50,30.0%,1,1.20元/平米/月,住宅
新华楼,越秀-水荫路-天河路20号,79500,3.60,25.0%,1,1.20元/平米/月,住宅
建雅台,越秀-东川-荣华南7-9,51219,3.00,20.0%,1,1.50元/平米/月,住宅
金麓山庄,越秀-麓湖-下塘西路131-157号,38497,6.80,41.0%,1,1.50元/平米/月,住宅
下塘西大院,越秀-麓湖-下塘西35-610号,35037,2.36,25.0%,1,1.00元/平米/月,住宅
二沙岛岭南会公寓,越秀-二沙岛-晴波路15-25号,126436,1.46,60.0%,0,5.00元/平米/月,住宅
丽水坊小区,越秀-北京路-越秀南路,41000,2.00,40.0%,0,2.50元/平米/月,住宅
金地大厦,越秀-淘金-淘金横街3号,51395,2.65,42.0%,1,0.90元/平米/月,住宅
大沙头三马路大院,越秀-东湖-大沙头三马路9-11号,44654,1.20,20.0%,0,0.50元/平米/月,住宅
广工大院,越秀-环市东-环市东路463号,50951,1.39,40.0%,1,1.00元/平米/月,住宅
新裕大厦,越秀-农林下路-农林下路81号1,21000,3.80,20.0%,1,2.00元/平米/月,住宅
麓景雅苑,越秀-麓湖-麓景路86-98号,52214,3.20,30.0%,1,2.00元/平米/月,住宅
豆腐寮,越秀-小北-大华街12号,62163,3.50,35.0%,1,0.60元/平米/月,住宅
小石街新街小区,越秀-小北-小石街新街,67592,1.50,16.0%,0,0.90元/平米/月,住宅
海印东山100,越秀-大沙头-东华南路100号,74429,2.60,30.0%,1,2.80元/平米/月,住宅
好世界公寓,越秀-建设-建设五马路29号,53866,2.50,20.0%,1,3.80元/平米/月,住宅
御东和府,"越秀-农林下路-农林下路35,39号",79895,2.50,30.0%,1,2.70元/平米/月,住宅
农本新村,越秀-东山口-农林下路,54059,1.20,35.0%,0,0.80元/平米/月,住宅
淘金花园,越秀-淘金-恒福路108号,43164,2.80,25.0%,1,2.10元/平米/月,住宅
农林上路小区,越秀-农林下路-农林下路,66831,1.50,35.0%,0,2.40元/平米/月,住宅
海景农林华府,越秀-农林下路-犀牛路,89500,9.55,30.0%,1,3.80元/平米/月,住宅
海珠北路大院,越秀-西门口-海珠北路67号,31055,1.50,20.0%,0,1.20元/平米/月,住宅
福泉街小区,越秀-西门口-福泉街,36111,1.50,25.0%,0,1.00元/平米/月,住宅
天锦大厦,越秀-中山路-中山一路41号,51501,2.12,41.0%,1,1.00元/平米/月,住宅
三眼井小区,越秀-小北-应元路,64558,1.50,30.0%,1,0.90元/平米/月,住宅
机务段小区,越秀-流花-机务段大街,21379,2.52,14.4%,1,0.80元/平米/月,住宅
广信黄田小区,越秀-麓湖-麓景路113号,36658,2.00,35.0%,1,0.80元/平米/月,住宅
第一津街小区,越秀-西门口-第一津街,29020,2.53,14.1%,1,1.20元/平米/月,住宅
仓前大厦,越秀-西门口-仓前街58号,33007,3.10,16.8%,1,1.20元/平米/月,住宅
中山四路小区,越秀-农讲所-中山四路166号,39062,2.50,35.0%,0,1.20元/平米/月,住宅
应元大厦,越秀-小北-应元路121-127号,62756,3.80,20.0%,1,1.60元/平米/月,住宅
福地巷社区,越秀-西门口-纸行路128号,30788,1.50,20.0%,0,0.90元/平米/月,住宅
中海锦城南苑,越秀-东山口-中山一路,96000,3.27,36.0%,1,4.00元/平米/月,住宅
司马街大院,越秀-西门口-司马街,39308,2.51,25.0%,0,0.90元/平米/月,住宅
荣华南社区,越秀-东川-荣华南62号,48574,1.65,20.0%,1,0.50元/平米/月,住宅
嘉洲翠庭,"越秀-小北-应元路113号,115号",75492,2.70,30.0%,1,2.50元/平米/月,住宅
环市东路468号大院,越秀-环市东-环市东路468号,51020,1.50,20.0%,1,0.90元/平米/月,住宅
菜园东小区,越秀-东山口-东华东街,52529,1.20,35.0%,1,0.50元/平米/月,住宅
惠福西路大院,越秀-西门口-惠福西路,27246,1.50,10.0%,1,0.90元/平米/月,住宅
国投宿舍,越秀-建设-黄华路14号,45829,2.00,10.0%,0,2.00元/平米/月,住宅
东环路6号大院,越秀-东风东-东环路6号,50164,1.20,30.0%,1,1.15元/平米/月,住宅
淘金雅苑,越秀-淘金-淘金路163号,53236,4.20,40.0%,1,0.90元/平米/月,住宅
淘金公馆,越秀-淘金-淘金东路100号,60400,5.30,40.0%,0,1.00元/平米/月,住宅
永福西约,越秀-黄花岗-永福路5-183号,33200,3.40,20.0%,1,0.90元/平米/月,住宅
山海城,越秀-解放南-一德路369-373号,43600,2.50,30.0%,0,1.60元/平米/月,住宅
清水濠小区,越秀-农讲所-德政中路,39881,4.00,40.0%,1,0.50元/平米/月,住宅
颐景轩,越秀-五羊新城-江月路13-17号,103258,2.50,20.0%,1,3.80元/平米/月,住宅
水均南街大院,越秀-东风东-水均南街,46400,1.50,30.0%,0,0.50元/平米/月,住宅
青龙坊小区,越秀-建设-青龙坊,43514,1.60,40.0%,1,0.60元/平米/月,住宅
牛乳基小区,越秀-东川-东川路,47000,1.20,35.0%,1,0.55元/平米/月,住宅
麓湖轩,越秀-小北-麓湖路9号,61012,6.00,30.0%,1,2.80元/平米/月,住宅
大东门华庭,越秀-农讲所-中山四路6-8号,70921,1.72,40.0%,1,1.80元/平米/月,住宅
金贵小区,越秀-广园东-金贵街,25400,2.50,30.0%,1,0.50元/平米/月,住宅
文星阁,越秀-公园前-解放中路402-454号,59524,7.40,30.0%,1,2.00元/平米/月,住宅
越秀解放北路小区,越秀-解放北-解放北路,41574,3.20,38.0%,0,0.40元/平米/月,住宅
乐韵居,越秀-西门口-云路街1-15号,37200,4.72,13.0%,1,0.80元/平米/月,住宅
东山龙珠大厦,越秀-农林下路-竹丝岗二马路5号,86519,4.20,32.0%,1,2.50元/平米/月,住宅
都府居住小区,越秀-公园前-正南路4号,47946,2.36,17.0%,1,2.00元/平米/月,住宅
共和西苑,越秀-共和路-共和西路9号,73138,2.50,20.0%,0,0.90元/平米/月,住宅
朱紫寮,越秀-小北-朱紫寮1-52号,56003,2.32,30.0%,0,0.90元/平米/月,住宅
雅景花园,越秀-水荫路-水荫路29号,47600,3.30,20.0%,1,2.00元/平米/月,住宅
国利大厦,越秀-北京路-东园路36-38号,47840,1.60,25.0%,1,1.50元/平米/月,住宅
侨福苑,越秀-淘金-淘金坑66-68号,50359,1.60,20.0%,1,2.60元/平米/月,住宅
明月二巷小区,越秀-五羊新城-明月二路,46200,1.50,20.0%,0,0.60元/平米/月,住宅
农林上路一横路大院,越秀-东风东-农林上路一横路,72575,2.70,32.0%,0,1.20元/平米/月,住宅
仁安新街大院,越秀-小北-小北路202号,55603,1.90,38.0%,1,0.90元/平米/月,住宅
均益大厦,越秀-东山口-东华东路543号,67832,5.60,20.0%,1,1.50元/平米/月,住宅
嘉颐居,"越秀-建设-建设二马路东六街9号,10号",72760,9.23,46.0%,1,1.80元/平米/月,住宅
天兴大厦,越秀-中山路-中山一路21-23号,39400,4.55,32.0%,1,0.90元/平米/月,住宅
越富广场,越秀-西门口-人民北路833-835号,32270,2.80,28.5%,0,1.40元/平米/月,住宅
水荫路45号大院,越秀-水荫路-水荫路45号,44910,1.50,20.0%,1,0.90元/平米/月,住宅
建设二马路小区,越秀-建设-建设二马路,50618,2.00,35.0%,1,0.50元/平米/月,住宅
东兴北路62-68号小区,越秀-五羊新城-东兴北路62-68号,47302,1.20,30.0%,0,1.00元/平米/月,住宅
北秀花园(越秀),越秀-小北-天香街3-9号,75000,3.70,31.0%,1,1.80元/平米/月,住宅
高华里小区,越秀-农讲所-德政中路,37800,1.50,20.0%,1,0.50元/平米/月,住宅
粤海拾桂府,越秀-北京路-珠光路43-55号,103328,7.84,32.7%,1,4.50元/平米/月,住宅
山河后街小区,越秀-东山口-山河后街,52706,2.00,23.0%,0,1.00元/平米/月,住宅
东悦居,越秀-五羊新城-寺右北二街20号,60000,2.50,40.0%,0,1.95元/平米/月,住宅
东华西仁秀里,越秀-东川-仁秀里,36111,2.80,42.0%,1,0.50元/平米/月,住宅
鸿业大厦,越秀-五羊新城-东兴南路67号,54000,7.93,30.0%,0,0.90元/平米/月,住宅
粤泰荣廷府,越秀-东川-东华西路52-56号,85271,2.50,30.0%,1,2.80元/平米/月,住宅
银山大厦,越秀-农讲所-仓边路93-95号,69522,1.00,20.0%,0,0.90元/平米/月,住宅
新城市玥秀,越秀-小北-洪桥街13-37号,72421,3.60,42.0%,0,2.50元/平米/月,住宅
牛皮巷小区,越秀-东山口-东湖路,61500,1.50,20.0%,0,0.90元/平米/月,住宅
农林上路二横路大院,越秀-东山口-农林上路二横路,67581,1.00,40.0%,0,2.50元/平米/月,住宅
华逸锦轩,越秀-五羊新城-东泰路28号,65102,2.50,52.0%,1,0.90元/平米/月,住宅
东堤水岸,越秀-越秀南-东沙角路35-37号,64878,8.30,30.0%,1,1.80元/平米/月,住宅
东川路小区,越秀-东川-东川路,50080,1.80,16.0%,1,0.60元/平米/月,住宅
五羊北小区,越秀-五羊新城-寺右新马路,45400,1.20,20.0%,1,0.60元/平米/月,住宅
越华路小区,越秀-北京路-越华路,37089,2.50,36.0%,1,0.60元/平米/月,住宅
新河浦雅居小区,越秀-东山口-恤孤院路11号,77936,4.70,30.0%,1,1.20元/平米/月,住宅
世贸花园,越秀-淘金-淘金路54号,53681,1.45,25.0%,1,1.80元/平米/月,住宅
颐秀华庭,越秀-小北-应元路90号,79357,2.80,52.0%,1,2.10元/平米/月,住宅
君铂国际,越秀-东风东-东风东路701号,52500,1.92,29.0%,1,2.50元/平米/月,住宅
名门越秀,越秀-北京路-万福路291-295号,91107,3.30,35.0%,1,2.80元/平米/月,住宅
光塔路小区,越秀-西门口-光塔路,35340,3.50,30.0%,0,1.20元/平米/月,住宅
康丽居,越秀-北京路-德政中路19号,57554,2.50,20.0%,1,1.50元/平米/月,住宅
福恩里小区,越秀-北京路-中山四路,46245,2.00,33.0%,0,1.00元/平米/月,住宅
寺右东小区,越秀-五羊新城-寺右四巷1号,42400,2.00,21.0%,1,0.90元/平米/月,住宅
水荫西约小区,越秀-东风东-水荫路13-15号,41037,1.20,30.0%,1,0.50元/平米/月,住宅
较场西路13号大院,越秀-东川-较场西路13号,69869,1.50,20.0%,1,0.80元/平米/月,住宅
环市东路466号大院,越秀-环市东-环市东路466号,49975,2.50,35.0%,1,1.50元/平米/月,住宅
东川路白云楼,越秀-东川-东华南路159号,53830,2.50,36.0%,0,0.90元/平米/月,住宅
碧翠苑,越秀-小北-下塘西路435号,31800,3.60,30.0%,1,0.90元/平米/月,住宅
白云路45号小区,越秀-东川-白云路45号,29400,1.20,20.0%,0,0.50元/平米/月,住宅
